summary,184730563517984,185930563763228,2929880948
timer,0,59929,73547516,0,0
late,0,184730636305036,52787052
late,0,184730737065500,73547516
late,0,184730835116249,71598265
late,0,184730935091724,71573740
late,0,184730974083950,10565966
late,0,184731047342429,23824445
late,0,184731235090234,31572250
late,0,184731535081610,31563626
late,0,184731635080620,31562636
late,0,184731735556520,52038536
late,0,184731835165183,31647199
late,0,184732035073603,31555619
late,0,184732135164617,31646633
late,0,184733436041447,52523463
late,0,184733535084193,51566209
late,0,184753435271676,31753692
late,0,184753759109663,15591679
late,0,184759936671267,53153283
late,0,184760035173146,51655162
late,0,184760135225085,31707101
late,0,184760235120850,31602866
late,0,184760335183329,11665345
late,0,184760435684524,32166540
late,0,184760535090887,51572903
late,0,184760735133380,11615396
late,0,184760837024633,53506649
late,0,184760935706451,32188467
late,0,184771235087586,31569602
late,0,184790534471787,10953803
late,0,184811174082178,10564194
late,0,184821656097424,12579440
late,0,184851654080311,10562327
late,0,184852994074219,10556235
late,0,184869159085724,15567740
late,0,184895376074259,12556275
late,0,184910135083194,31565210
late,0,184910235205777,51687793
late,0,184910341029363,37511379
late,0,184910435185022,31667038
late,0,184910535124456,11606472
late,0,184910648082457,24564473
late,0,184912575092764,11574780
late,0,184921276089264,12571280
late,0,184929955091424,11573440
late,0,184931056086289,12568305
late,0,185017176098703,12580719
late,0,185052478159927,14641943
late,0,185089415091717,11573733
late,0,185110056122364,12604380
late,0,185122295087727,11569743
late,0,185131715325720,11807736
late,0,185223594091375,10573391
late,0,185247276090578,12572594
late,0,185262495099952,11581968
late,0,185332874074669,10556685
late,0,185336155101247,11583263
late,0,185339756085927,12567943
late,0,185450055107235,11589251
late,0,185474756105987,12588003
late,0,185485176103033,12585049
late,0,185500438067412,14549428
late,0,185508555130556,11612572
late,0,185521435109502,31591518
late,0,185521535324360,51806376
late,0,185546456098983,12580999
late,0,185550794119523,10601539
late,0,185562495671264,12153280
late,0,185617875103742,11585758
late,0,185629416104957,12586973
late,0,185642675106917,11588933
late,0,185659416111447,12593463
late,0,185662064115193,20597209
late,0,185684375092373,11574389
late,0,185810035080255,11562271
late,0,185810135277369,31759385
late,0,185810235100268,51582284
late,0,185810335107634,31589650
late,0,185810435091425,11573441
late,0,185810535096989,31579005
late,0,185810635272080,51754096
late,0,185810735111671,51593687
late,0,185810835094260,51576276
late,0,185810935188971,51670987
late,0,185811035085158,11567174
late,0,185899455086339,11568355
late,0,185901535699409,52181425
late,0,185901635169892,31651908
late,0,185901738204703,34686719
late,0,185901835112055,31594071
late,0,185901936200439,32682455
late,0,185902035112491,51594507
late,0,185902135167677,51649693
late,0,185902214157577,10639593
timer,1,59941,71692412,0,0
late,1,184730650949932,67431948
late,1,184730735184045,71666061
late,1,184730835210396,71692412
late,1,184730935091724,71573740
late,1,184731094045026,10527042
late,1,184731135052371,11534387
late,1,184731335083131,31565147
late,1,184731436047491,32529507
late,1,184731737037431,53519447
late,1,184731935046671,31528687
late,1,184732135058377,31540393
late,1,184743735052920,11534936
late,1,184753675102488,11584504
late,1,184759935166592,51648608
late,1,184760035545618,32027634
late,1,184760135675834,32157850
late,1,184760235147329,31629345
late,1,184760337158741,53640757
late,1,184760435101075,31583091
late,1,184760535580500,52062516
late,1,184760735060652,11542668
late,1,184760935078157,31560173
late,1,184768977560504,14042520
late,1,184771235087596,31569612
late,1,184775496052541,12534557
late,1,184775515075086,11557102
late,1,184813474130565,10612581
late,1,184822455074607,11556623
late,1,184861254232968,10714984
late,1,184889114070298,10552314
late,1,184910135077984,31560000
late,1,184910235825826,52307842
late,1,184910335130758,31612774
late,1,184910448061566,44543582
late,1,184910535094841,11576857
late,1,184910635570920,52052936
late,1,184931456089710,12571726
late,1,184940856094513,12576529
late,1,185020596082235,12564251
late,1,185050075092078,11574094
late,1,185071976101156,12583172
late,1,185085875091818,11573834
late,1,185089415091727,11573743
late,1,185090676095934,12577950
late,1,185179415079763,11561779
late,1,185209956085072,12567088
late,1,185252694571489,11053505
late,1,185272956104047,12586063
late,1,185302275118267,11600283
late,1,185308894343484,10825500
late,1,185314576773540,13255556
late,1,185383415091551,11573567
late,1,185387055114483,11596499
late,1,185395894159916,10641932
late,1,185428515091140,11573156
late,1,185438595970572,12452588
late,1,185494655094946,11576962
late,1,185521435154367,31636383
late,1,185521535093355,51575371
late,1,185532574492555,10974571
late,1,185550794593025,11075041
late,1,185632874094789,10576805
late,1,185642675106907,11588923
late,1,185659414319240,10801256
late,1,185660594894731,11376747
late,1,185788175118896,11600912
late,1,185798054114322,10596338
late,1,185810037342147,33824163
late,1,185810135108261,11590277
late,1,185810335104137,31586153
late,1,185810436282530,32764546
late,1,185810535646112,52128128
late,1,185810635100227,51582243
late,1,185810735127040,31609056
late,1,185810835094250,31576266
late,1,185810935117286,51599302
late,1,185811035608333,52090349
late,1,185869416077546,12559562
late,1,185885476101413,12583429
late,1,185893575123547,11605563
late,1,185901535260902,51742918
late,1,185901635080845,11562861
late,1,185902035328839,51810855
late,1,185902135100381,11582397
late,1,185902436128325,32610341
late,1,185912735139879,11621895
late,1,185929416098948,12580964
steal,0,184730563671895,67452
steal,1,184730563671895,65059
steal,0,184731563647290,67493
steal,1,184731563647290,65101
steal,0,184732563636504,67517
steal,1,184732563636504,65113
steal,0,184733563631428,67529
steal,1,184733563631428,65114
steal,0,184734563662489,67529
steal,1,184734563662489,65114
steal,0,184735563651011,67529
steal,1,184735563651011,65114
steal,0,184736563652217,67529
steal,1,184736563652217,65114
steal,0,184737563629507,67529
steal,1,184737563629507,65114
steal,0,184738563649939,67529
steal,1,184738563649939,65114
steal,0,184739563681872,67529
steal,1,184739563681872,65114
steal,0,184740563637763,67529
steal,1,184740563637763,65114
steal,0,184741563666761,67529
steal,1,184741563666761,65114
steal,0,184742563662416,67530
steal,1,184742563662416,65114
steal,0,184743563635759,67530
steal,1,184743563635759,65114
steal,0,184744563676229,67533
steal,1,184744563676229,65116
steal,0,184745563653228,67533
steal,1,184745563653228,65116
steal,0,184746563661285,67533
steal,1,184746563661285,65116
steal,0,184747563634819,67533
steal,1,184747563634819,65116
steal,0,184748563672331,67533
steal,1,184748563672331,65116
steal,0,184749563656706,67533
steal,1,184749563656706,65116
steal,0,184750563637662,67533
steal,1,184750563637662,65116
steal,0,184751563659296,67533
steal,1,184751563659296,65116
steal,0,184752563658628,67533
steal,1,184752563658628,65116
steal,0,184753563632112,67539
steal,1,184753563632112,65117
steal,0,184754563611986,67541
steal,1,184754563611986,65121
steal,0,184755563636605,67543
steal,1,184755563636605,65121
steal,0,184756563632290,67543
steal,1,184756563632290,65121
steal,0,184757563627443,67543
steal,1,184757563627443,65122
steal,0,184758563633467,67544
steal,1,184758563633467,65123
steal,0,184759563630795,67544
steal,1,184759563630795,65123
steal,0,184760563776291,67581
steal,1,184760563776291,65161
steal,0,184761563646640,67593
steal,1,184761563646640,65170
steal,0,184762563625984,67594
steal,1,184762563625984,65170
steal,0,184763563647768,67595
steal,1,184763563647768,65172
steal,0,184764563635287,67596
steal,1,184764563635287,65173
steal,0,184765563656329,67596
steal,1,184765563656329,65175
steal,0,184766563640583,67599
steal,1,184766563640583,65175
steal,0,184767563662928,67600
steal,1,184767563662928,65176
steal,0,184768563635258,67600
steal,1,184768563635258,65177
steal,0,184769563690905,67600
steal,1,184769563690905,65180
steal,0,184770563621736,67601
steal,1,184770563621736,65181
steal,0,184771563639563,67606
steal,1,184771563639563,65186
steal,0,184772563646379,67606
steal,1,184772563646379,65187
steal,0,184773563652662,67607
steal,1,184773563652662,65187
steal,0,184774563635282,67607
steal,1,184774563635282,65189
steal,0,184775563639181,67608
steal,1,184775563639181,65193
steal,0,184776563654772,67611
steal,1,184776563654772,65193
steal,0,184777563630268,67612
steal,1,184777563630268,65195
steal,0,184778563650549,67615
steal,1,184778563650549,65195
steal,0,184779563652164,67616
steal,1,184779563652164,65196
steal,0,184780563632309,67617
steal,1,184780563632309,65196
steal,0,184781563628995,67618
steal,1,184781563628995,65198
steal,0,184782563632564,67620
steal,1,184782563632564,65199
