summary,139499672590507,140699672826768,2914587864
timer,0,59879,65613648,0,0
late,0,139499735087414,42496907
late,0,139499835117141,22526634
late,0,139513535060172,22469665
late,0,139522535198041,22607534
late,0,139543588058676,15468169
late,0,139631585063560,12473053
late,0,139637482749825,10159318
late,0,139646265059833,12469326
late,0,139687364103859,11513352
late,0,139692365083740,12493233
late,0,139764303154683,10564176
late,0,139823435072957,42482450
late,0,139823535533640,22943133
late,0,139823635531356,42940849
late,0,139823735048746,42458239
late,0,139823835064554,42474047
late,0,139823935063932,42473425
late,0,139824035062236,42471729
late,0,139824135064858,22474351
late,0,139824235063233,42472726
late,0,139824435062689,42472182
late,0,139824535028829,22438322
late,0,139824635063706,42473199
late,0,139824735084546,42494039
late,0,139824835077129,22486622
late,0,139824935116742,22526235
late,0,139825035485883,42895376
late,0,139825135173234,42582727
late,0,139843186735081,14144574
late,0,139850082715174,10124667
late,0,139968144048261,11457754
late,0,139972024083153,11492646
late,0,140039902821638,10231131
late,0,140075965080104,12489597
late,0,140090035082469,42491962
late,0,140090135506444,42915937
late,0,140090235086101,42495594
late,0,140090335082010,22491503
late,0,140090435112786,22522279
late,0,140090535603758,43013251
late,0,140090635099305,42508798
late,0,140090735097751,42507244
late,0,140090848127898,35537391
late,0,140090935092561,42502054
late,0,140091036885331,24294824
late,0,140091135073936,42483429
late,0,140148562727054,10136547
late,0,140169683080876,10490369
late,0,140185004149504,11558997
late,0,140192284072068,11481561
late,0,140205905071454,12480947
late,0,140211785107605,12517098
late,0,140238584078650,11488143
late,0,140303684075373,11484866
late,0,140358405067670,12477163
late,0,140439883102234,10511727
late,0,140469335755206,43164699
late,0,140469435071877,42481370
late,0,140469535578211,42987704
late,0,140469635589881,42999374
late,0,140470035044249,22453742
late,0,140470135073133,42482626
late,0,140470235208849,22618342
late,0,140522335049731,42459224
late,0,140522435032569,42442062
late,0,140522735564543,42974036
late,0,140522835073084,42482577
late,0,140522935063374,22472867
late,0,140523035140388,42549881
late,0,140523135023507,42433000
